record_id,payload,source,source_family,evidence_type,date,year,title,url,doi,pmid,nct_id,patent_id,journal_or_source,payload_relevance,decision_relevance,relevance_score,status,flags,snippet
pubmed-dxd-5d7edfcc2ebaf3,DXd,PubMed,paper,paper,2026-01-01,2026,Antibodies to watch in 2026.,https://pubmed.ncbi.nlm.nih.gov/41560619/,,41560619,,,MAbs,weak,medium,78,auto_parsed_pending_review,,
pubmed-dxd-84304293196d7e,DXd,PubMed,paper,paper,2026-01-01,2026,Dynamic monitoring of antibody drug conjugates targeting TROP2 or HER2 in breast cancer using circulating tumor cells.,https://pubmed.ncbi.nlm.nih.gov/42308036/,,42308036,,,Proc Natl Acad Sci U S A,weak,medium,78,auto_parsed_pending_review,,
pubmed-dxd-dd4164906ba52e,DXd,PubMed,paper,paper,2026-01-01,2026,ADCs for Colorectal Carcinoma: Decoding Clinical Evidence for Molecular Design Innovation.,https://pubmed.ncbi.nlm.nih.gov/42314828/,,42314828,,,SLAS Discov,weak,medium,78,auto_parsed_pending_review,,
pubmed-dxd-45782388b07763,DXd,PubMed,paper,paper,2026-01-01,2026,"Real-World Effectiveness and Safety of Tucatinib, Trastuzumab, and Capecitabine in HER2-Positive Advanced Breast Cancer: A Multicenter Portuguese Study.",https://pubmed.ncbi.nlm.nih.gov/42316998/,,42316998,,,Eur J Breast Health,weak,medium,78,auto_parsed_pending_review,,
pubmed-dxd-5d28b41370b42c,DXd,PubMed,paper,paper,2026-01-01,2026,Evaluation of zongertinib for the treatment of metastatic non-squamous non-small cell lung cancer with HER2 TKD activating mutation.,https://pubmed.ncbi.nlm.nih.gov/42311064/,,42311064,,,Expert Opin Pharmacother,weak,medium,78,auto_parsed_pending_review,,
pubmed-dxd-2043fa05bafc8d,DXd,PubMed,paper,paper,2026-01-01,2026,Antibody-drug conjugates in gynaecological cancers: opportunities and challenges.,https://pubmed.ncbi.nlm.nih.gov/42310472/,,42310472,,,Nat Rev Clin Oncol,weak,medium,78,auto_parsed_pending_review,,
openalex-dxd-d84eb846e55ba4,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 5 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702379,10.1158/2767-9764.32702379,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-48665308f15925,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 2 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702391,10.1158/2767-9764.32702391,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-f671b05b59df6d,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 3 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702388,10.1158/2767-9764.32702388,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-c7526010bdba6b,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-18,2026,Ocular toxicities associated with anticancer drug therapy in Asian patients: a literature review and practical management recommendations for non-ophthalmologic settings,https://doi.org/10.1007/s10147-026-03096-x,10.1007/s10147-026-03096-x,,,,International Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-b0b1a9b964053e,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-18,2026,Spatially interpretable artificial intelligence framework to tailored neoadjuvant dual HER2 blockade in HER2-positive breast cancer,https://doi.org/10.1038/s41392-026-02734-0,10.1038/s41392-026-02734-0,,,,Signal Transduction and Targeted Therapy,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-f741ad13509b80,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-19,2026,Antibody-drug conjugates in colorectal cancer: current landscape and future perspectives from clinical trials,https://doi.org/10.3389/fonc.2026.1843037,10.3389/fonc.2026.1843037,,,,Frontiers in Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-dxd-4684e8750f10be,DXd,OpenAlex,paper_metadata,paper_metadata,2026-06-19,2026,Dual HER2/HER3 Targeting with Antibody-Drug Conjugates Reveals a Novel Therapeutic Strategy for HER2-Mutant Lobular Breast Cancer,https://doi.org/10.64898/2026.06.18.733194,10.64898/2026.06.18.733194,,,,bioRxiv (Cold Spring Harbor Laboratory),weak,low,52,auto_parsed_pending_review,,
crossref-dxd-b2923751298469,DXd,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Targeting Efflux Pumps and Biofilm Formation in Multi-Drug Resistance Proteus Mirabilis Using Berberine and Nano-Based Compounds,https://doi.org/10.21608/ejmm.2026.485691.2384,10.21608/ejmm.2026.485691.2384,,,,Egyptian Journal of Medical Microbiology,weak,low,39,flagged_needs_review,crossref_low_relevance,
crossref-dxd-637e2ae276d360,DXd,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Evaluating circulating tumor DNA methylation patterns of a multi-gene panel for colorectal cancer diagnosis: A pilot study,https://doi.org/10.1016/j.cca.2026.121191,10.1016/j.cca.2026.121191,,,,Clinica Chimica Acta,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-9c919d78f0b272,DXd,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Nanotechnology and drug delivery: Fundamentals and applications,https://doi.org/10.1016/b978-0-443-44119-6.00017-3,10.1016/b978-0-443-44119-6.00017-3,,,,Multifunctional Nano pharmaceuticals for Biomedical Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-8f6bac6c7d83de,DXd,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,"Folate/mannose dual-ligand lipid shell-coated ZnMnO2 nanoflowers for DRP-104 delivery, immunometabolic modulation, and enhanced lung cancer immunotherapy",https://doi.org/10.1016/j.jmst.2026.05.034,10.1016/j.jmst.2026.05.034,,,,Journal of Materials Science &amp; Technology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-edcc264a9d5adf,DXd,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Multiscale analysis of a mathematical model of human papillomavirus with combined therapy and progression to cervical cancer,https://doi.org/10.1016/j.nonrwa.2026.104654,10.1016/j.nonrwa.2026.104654,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-e79c28c3835fc3,DXd,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Traveling wave solutions in a reaction-diffusion within-host HIV epidemic model with distributed delays and drug therapy,https://doi.org/10.1016/j.nonrwa.2026.104684,10.1016/j.nonrwa.2026.104684,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-be338d8f13b651,DXd,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,In Vitro Killing of Multi-Drug Resistant Microorganisms Isolated from Ventilator Associated Pneumonia by Nanoparticles,https://doi.org/10.21608/ejmm.2026.481052.2331,10.21608/ejmm.2026.481052.2331,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dxd-b648923e4596e8,DXd,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Association of HOTAIR single Nucleotide Polymorphisms (rs920778 and rs12826786) with Breast Cancer: An Egyptian Study,https://doi.org/10.21608/ejmm.2026.485454.2379,10.21608/ejmm.2026.485454.2379,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
pubmed-exatecan-d4e8d3234d25a9,exatecan,PubMed,paper,paper,2026-01-01,2026,NH(2)-trimethyl lock (NH(2)-TML): a stable and effective adapter for exatecan-based antibody-drug conjugates.,https://pubmed.ncbi.nlm.nih.gov/42218895/,,42218895,,,Bioorg Chem,direct,high,100,auto_parsed_pending_review,,
pubmed-exatecan-7b1e5f7c595e46,exatecan,PubMed,paper,paper,2026-01-01,2026,"An intrinsically hydrophilic linker enables a stable, high-DAR exatecan-based HER2 ADC with potent antitumor activity.",https://pubmed.ncbi.nlm.nih.gov/42296596/,,42296596,,,Eur J Med Chem,direct,high,100,auto_parsed_pending_review,,
pubmed-exatecan-98fc0853f32da7,exatecan,PubMed,paper,paper,2026-01-01,2026,Exatecan Payload-Based Antibody-Drug Conjugates with a Short Hydrophilic Cleavable Linker.,https://pubmed.ncbi.nlm.nih.gov/42157849/,,42157849,,,ACS Med Chem Lett,direct,high,100,auto_parsed_pending_review,,
pubmed-exatecan-c951e02a73fd38,exatecan,PubMed,paper,paper,2026-01-01,2026,"Design of Novel Exatecan-Amide Linker-Payloads for the Development of Stable, Low-Aggregating, and Highly Efficacious Antibody-Drug Conjugates.",https://pubmed.ncbi.nlm.nih.gov/42059194/,,42059194,,,J Med Chem,direct,high,100,auto_parsed_pending_review,,
pubmed-exatecan-d6fa4935a4e336,exatecan,PubMed,paper,paper,2026-01-01,2026,"Preclinical Development of MGC028, an ADAM9-Targeted, Glycan-Linked, Exatecan-Based Antibody-Drug Conjugate for the Treatment of Solid Cancers.",https://pubmed.ncbi.nlm.nih.gov/41166694/,,41166694,,,Mol Cancer Ther,direct,high,100,auto_parsed_pending_review,,
google-patents-search-exatecan-c1a990ece9d4ef,exatecan,Google Patents Search,patent,patent_search_seed,2026-01-01,2026,exatecan 类 payload 专利检索入口（待 IP 人工复核）,https://patents.google.com/?q=exatecan+%E7%B1%BB+payload+antibody+drug+conjugate+payload+linker+patent,,,,,Google Patents Search,direct,high,100,flagged_needs_review,patent_needs_ip_review,PatentsView 当前不可用或无稳定返回。该记录是人工 IP 复核入口：请用 payload 别名、ADC、linker-payload、combination、biomarker 等关键词检索。关键词：exatecan 类 payload antibody drug conjugate payload linker patent
clinicaltrialsgov-exatecan-b3f13e72113b6e,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-05-12,2026,Testing How the Body Responds to the Drug CBX-12 in Patients With Advanced Solid Cancers,https://clinicaltrials.gov/study/NCT05691517,,,NCT05691517,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This phase I trial studies how well CBX-12 works in treating patients with solid tumors that have spread from where they first started (primary site) to started to nearby tissue, lymph nodes, or distant parts of the body (advanced) or other places in the body (metastatic). CBX-12 works by binding to a protein called TOP1 that is present inside the cells. This allows CBX-12 to kill the cancer cells by damaging their DNA, resulting in cancer cell death. This trial is being done to find out if this"
clinicaltrialsgov-exatecan-83b260e4888973,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-06-10,2026,Anti-Ly6E Exatecan ADC M7437 in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT07360314,,,NCT07360314,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"The purpose of this first-in-human (FIH) study is to evaluate the safety, tolerability, Pharmacokinetics (PK), and preliminary clinical activity of M7437 in participants with locally advanced or metastatic solid tumors with known Ly6E expression, including non-small cell lung cancer (NSCLC), triple-negative breast cancer (TNBC), epithelial ovarian carcinoma (EOC), squamous cell carcinoma of the head and neck (SCCHN), pancreatic ductal adenocarcinoma (PDAC), and gastric cancer (GC). M7437; M7437 "
clinicaltrialsgov-exatecan-36f6a99d9f19d8,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-01-04,2026,A Clinical Study to Observe How Well That BAT8006 Works on Patients With Platinum Resistance Ovarian Cancer,https://clinicaltrials.gov/study/NCT06545617,,,NCT06545617,,ClinicalTrials.gov,weak,high,93,auto_parsed_pending_review,,"This is a Phase 1b/2, open-label, 2-part, global study designed to investigate the anti-tumor activity as well as the safety and efficacy of BAT8006 in subjects with platinum resistance ovarian cancer BAT8006 for Injection PHASE1"
clinicaltrialsgov-exatecan-6a18b61db8dd90,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-04-28,2026,HER3-DXd in Breast Cancer and NSCLC Brain Metastases and Solid Tumor Leptomeningeal Disease,https://clinicaltrials.gov/study/NCT05865990,,,NCT05865990,,ClinicalTrials.gov,weak,high,93,auto_parsed_pending_review,,"The goal of this phase II clinical trial\] is to analyze the efficacy of patritumab deruxtecan (HER3-DXd) in patients with metastatic breast cancer (MBC) or advanced non-small cell lung cancer (aNSCLC) with active brain metastases (BM) who have received at least one line of systemic therapy in the advanced setting, or patients with active leptomeningeal carcinomatosis/disease (LMD) after radiotherapy from an advanced solid tumor who do not need immediate local treatment, and have not received pr"
news-search-seed-exatecan-74308fc9e3d998,exatecan,News Search Seed,news,news_search_seed,2026-01-01,2026,exatecan 类 payload 新闻/公司动态检索入口（待人工复核）,https://news.google.com/search?q=exatecan+%E7%B1%BB+payload+ADC+payload+company+news+clinical+update,,,,,Google News Search,direct,high,90,flagged_needs_review,news_metadata_only,GDELT 当前限流或不可用。该记录只作为新闻和公司动态人工复核入口，不代表已确认新闻结论。关键词：exatecan 类 payload ADC payload company news clinical update
clinicaltrialsgov-exatecan-9f65ec7359b6a9,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-05-04,2026,T-DXd Therapy for HER2-low Breast Cancer Patients With Brain Metastases,https://clinicaltrials.gov/study/NCT06048718,,,NCT06048718,,ClinicalTrials.gov,weak,high,90,auto_parsed_pending_review,,"TUXEDO-4 is an international, multicentric, single arm, phase II study aiming to gather additional solid evidence of Trastuzumab-Deruxtecan (T-DXd) activity in patients with Human Epidermal Growth Factor Receptor 2 (HER2)-low breast cancer with active brain metastases. This study will analyze the efficacy of T-DXd as determined by overall response rate (ORR) at any timepoint as judged by best CNS response according to RANO-BM criteria. Trastuzumab-Deruxtecan (T-DXd) PHASE2"
clinicaltrialsgov-exatecan-62d42ba70df521,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-05-07,2026,Anti-GD2 ADC M3554 in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06641908,,,NCT06641908,,ClinicalTrials.gov,weak,high,90,auto_parsed_pending_review,,"The purpose of this study is to establish the recommended doses and further evaluate the safety and preliminary antitumor activity of M3554 in participants with soft tissue sarcoma (STS) and glioblastoma, IDH-wildtype. Study details include: Study Duration per participant: Approximately 4 months M3554 PHASE1"
clinicaltrialsgov-exatecan-064e19b9815d2a,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-08-04,2025,Datopotamab Deruxtecan (Dato-DXd) for Non-Small Cell Lung Cancer (NSCLC) Patients With Active Brain Metastases,https://clinicaltrials.gov/study/NCT06676917,,,NCT06676917,,ClinicalTrials.gov,weak,high,88,auto_parsed_pending_review,,"This trial will study a type of advanced lung cancer that is defined as non-squamous non-small cell lung cancer (NSCLC) with active brain metastases (BMs). This type of cancer originates in peripheral lung tissue, which is composed of cancer cells that look different from normal lung cells when viewed under a microscope and is characterized by the presence of BMs, which indicates the spreading of such cancer cells into the brain. NSCLC tumors often have specific genetic alterations or mutations "
clinicaltrialsgov-exatecan-967e31fbc46aea,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-08-26,2025,T-DXd With or Without Neratinib for HER2 Positive Breast Cancer With Brain Metastasis,https://clinicaltrials.gov/study/NCT07152782,,,NCT07152782,,ClinicalTrials.gov,weak,high,88,auto_parsed_pending_review,,"A phase II, open-label, multicenter, randomized controlled trial exploring the efficacy and safety of Trastuzumab Deruxtecan combined with or without Neratinib in HER2-positive breast cancer with brain metastasis Neratinib; Trastuzumab Deruxtecan PHASE2"
clinicaltrialsgov-exatecan-69f8186c5dc1dc,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-12-31,2025,A Study Evaluating OBI-902 in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT07124117,,,NCT07124117,,ClinicalTrials.gov,weak,high,88,auto_parsed_pending_review,,This is a 3-part study. Phase 1a (dose escalation) is designed to assess the safety and tolerability and to determine the maximum tolerated dose (MTD) and putative recommended phase 2 dose (RP2D) of study drug as monotherapy. Phase 1b (Cohort Expansion) is intended to further characterize the safety and preliminary antitumor activity of the putative RP2D of OBI-902 in selected tumor types. Phase 2 (Randomized Dose Optimization Cohorts) is intended to determine the optimal RP2D of OBI-902 in sele
clinicaltrialsgov-exatecan-1f8990f2353244,exatecan,ClinicalTrials.gov,clinical_trial,clinical_trial,2024-03-18,2024,HCQ+ADC vs ADC in the Treatment of Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT06328387,,,NCT06328387,,ClinicalTrials.gov,weak,high,86,auto_parsed_pending_review,,"Advanced breast cancer is a special subtype of human breast cancer. Conventional guidelines recommend chemotherapy combined with other adjuvant therapies for this subtype of patients. However, the choice of treatment for these patients after treatment progress is a research hotspot in this field. Trastuzumab Deruxtecan (T-DXd) and Sacituzumab Govitecan (SG) are new ADC drugs targeting HER2 or TROP-2 with high efficacy and low toxicity after the progress of first-line treatment. The autophagy age"
openalex-exatecan-c8e67388ba2e11,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"Phase 1/2 study of CLIO-8221, a HER2-targeted, dual-payload exatecan and ATR inhibitor antibody-drug conjugate (ADC) in patients with advanced HER2-expressing solid tumors.",https://doi.org/10.1200/jco.2026.44.16_suppl.tps3162,10.1200/jco.2026.44.16_suppl.tps3162,,,,Journal of Clinical Oncology,direct,high,83,auto_parsed_pending_review,,
pubmed-exatecan-991f2748297815,exatecan,PubMed,paper,paper,2026-01-01,2026,Vascular disruption-triggered physiological cascade enables a therapeutic window for fibrin-hypoxia dual-targeting nanomedicines in solid tumors.,https://pubmed.ncbi.nlm.nih.gov/42119788/,,42119788,,,J Control Release,weak,medium,78,auto_parsed_pending_review,,
pubmed-exatecan-ae8980f5b8a6bc,exatecan,PubMed,paper,paper,2026-01-01,2026,Sequential Use of Trastuzumab Deruxtecan and Sacituzumab Govitecan in Patients with Breast Cancer: A Pharmacological Approach to Support the Clinical Rationale.,https://pubmed.ncbi.nlm.nih.gov/41931218/,,41931218,,,Drugs,weak,medium,78,auto_parsed_pending_review,,
pubmed-exatecan-1b4409c40eda9d,exatecan,PubMed,paper,paper,2026-01-01,2026,"Visualizable, AKR1C3-Activated Small-Molecule Antitumor Drug Conjugates with Ultra-Low Systemic Toxicity.",https://pubmed.ncbi.nlm.nih.gov/42068297/,,42068297,,,J Med Chem,weak,medium,78,auto_parsed_pending_review,,
pubmed-exatecan-9ddee01dec5448,exatecan,PubMed,paper,paper,2026-01-01,2026,Development of a STEAP1-Targeted Prostate Cancer Specific Antibody Drug Conjugate Platform with Immunostimulatory Properties.,https://pubmed.ncbi.nlm.nih.gov/42078873/,,42078873,,,Res Sq,weak,medium,78,auto_parsed_pending_review,,
pubmed-exatecan-aba2c7a7678d0f,exatecan,PubMed,paper,paper,2026-01-01,2026,ADCE-T02 - a Next Generation Antibody Drug Conjugate Targeting Tissue Factor Demonstrates Superior Preclinical Efficacy and Tolerability.,https://pubmed.ncbi.nlm.nih.gov/41996633/,,41996633,,,Mol Cancer Ther,weak,medium,78,auto_parsed_pending_review,,
openalex-exatecan-3c6ccb2f4f0d7f,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"RAINFOL-04 (ENGOT-OV96/GOG-3134): A phase 3, open-label, randomized study of rinatabart sesutecan (Rina-S) plus standard of care (SOC) vs SOC as maintenance treatment after second-line platinum-based chemotherapy in patients with recurrent platinum-sensitive ovarian cancer.",https://doi.org/10.1200/jco.2026.44.16_suppl.tps5641,10.1200/jco.2026.44.16_suppl.tps5641,,,,Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-c66211f1d5e40c,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"RAINFOL-03 (ENGOT-EN-31/GOG-3128): A global, phase 3, open-label, randomized study of rinatabart sesutecan (Rina-S) vs investigator’s choice of chemotherapy in patients with endometrial cancer after platinum-based chemotherapy and programmed death-ligand 1 inhibition.",https://doi.org/10.1200/jco.2026.44.16_suppl.tps5646,10.1200/jco.2026.44.16_suppl.tps5646,,,,Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-0aa95974627140,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"Fern-EC-01 (BNT323-01): A phase 3 trial of trastuzumab pamirtecan (HER2 ADC) versus investigator’s choice of chemotherapy in patients with previously treated, HER2-expressing, recurrent endometrial cancer (EC).",https://doi.org/10.1200/jco.2026.44.16_suppl.tps5645,10.1200/jco.2026.44.16_suppl.tps5645,,,,Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-6704670df365a0,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"Antibody–drug conjugates in colorectal cancer: molecular design, preclinical advances, and translational challenges",https://doi.org/10.1007/s00280-026-04906-9,10.1007/s00280-026-04906-9,,,,Cancer Chemotherapy and Pharmacology,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-936b276e9c062f,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"FRAmework-01: A two-part phase 3 study of sofetabart mipitecan versus chemotherapy or mirvetuximab soravtansine in platinum-resistant ovarian cancer (PROC), and sofetabart mipitecan plus bevacizumab versus platinum-based chemotherapy plus bevacizumab in platinum-sensitive ovarian cancer (PSOC).",https://doi.org/10.1200/jco.2026.44.16_suppl.tps5644,10.1200/jco.2026.44.16_suppl.tps5644,,,,Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-ebb960c6edd631,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-06-01,2026,"CLDN18.2-Directed Therapeutics in Gastric and Gastroesophageal Junction Adenocarcinoma: Biomarker Assessment, Expression Dynamics, and Treatment Sequencing",https://doi.org/10.2147/cmar.s611187,10.2147/cmar.s611187,,,,Cancer Management and Research,weak,low,52,auto_parsed_pending_review,,
openalex-exatecan-9b19bfc1ea225b,exatecan,OpenAlex,paper_metadata,paper_metadata,2026-06-01,2026,Targeting HER2 in urothelial carcinoma: from pathway inhibition to antibody–drug conjugates,https://doi.org/10.1016/j.ctrv.2026.103173,10.1016/j.ctrv.2026.103173,,,,Cancer Treatment Reviews,weak,low,52,auto_parsed_pending_review,,
crossref-exatecan-4c5a93ed75cdab,exatecan,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Targeting Efflux Pumps and Biofilm Formation in Multi-Drug Resistance Proteus Mirabilis Using Berberine and Nano-Based Compounds,https://doi.org/10.21608/ejmm.2026.485691.2384,10.21608/ejmm.2026.485691.2384,,,,Egyptian Journal of Medical Microbiology,weak,low,39,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-82c19886544236,exatecan,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Evaluating circulating tumor DNA methylation patterns of a multi-gene panel for colorectal cancer diagnosis: A pilot study,https://doi.org/10.1016/j.cca.2026.121191,10.1016/j.cca.2026.121191,,,,Clinica Chimica Acta,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-26b14c77a68171,exatecan,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,A study of the Effect of Radiotherapy and Chemotherapy on some Immunological Parameters in Breast Cancer Patients,https://doi.org/10.21608/ejmm.2026.467222.2183,10.21608/ejmm.2026.467222.2183,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-71ba794d978bfb,exatecan,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,"Folate/mannose dual-ligand lipid shell-coated ZnMnO2 nanoflowers for DRP-104 delivery, immunometabolic modulation, and enhanced lung cancer immunotherapy",https://doi.org/10.1016/j.jmst.2026.05.034,10.1016/j.jmst.2026.05.034,,,,Journal of Materials Science &amp; Technology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-5678eab5f5671e,exatecan,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Multiscale analysis of a mathematical model of human papillomavirus with combined therapy and progression to cervical cancer,https://doi.org/10.1016/j.nonrwa.2026.104654,10.1016/j.nonrwa.2026.104654,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-74e2028fee5d44,exatecan,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Traveling wave solutions in a reaction-diffusion within-host HIV epidemic model with distributed delays and drug therapy,https://doi.org/10.1016/j.nonrwa.2026.104684,10.1016/j.nonrwa.2026.104684,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-7e7f0baacf0886,exatecan,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,In Vitro Killing of Multi-Drug Resistant Microorganisms Isolated from Ventilator Associated Pneumonia by Nanoparticles,https://doi.org/10.21608/ejmm.2026.481052.2331,10.21608/ejmm.2026.481052.2331,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-exatecan-ee2cd15db642e1,exatecan,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Association of HOTAIR single Nucleotide Polymorphisms (rs920778 and rs12826786) with Breast Cancer: An Egyptian Study,https://doi.org/10.21608/ejmm.2026.485454.2379,10.21608/ejmm.2026.485454.2379,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
clinicaltrialsgov-mmae-10af1a43366e25,MMAE,ClinicalTrials.gov,clinical_trial,clinical_trial,2017-05-18,2017,"Brentuximab Vedotin, Bendamustine, and Rituximab in Patients With Relapsed or Refractory B-cell Non-Hodgkin Lymphoma",https://clinicaltrials.gov/study/NCT02623920,,,NCT02623920,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This phase II trial studies how well brentuximab vedotin, bendamustine, and rituximab work in treating patients with B-cell non-Hodgkin lymphoma that has returned after a period of improvement or has not responded to previous treatment. Monoclonal antibody-drug conjugates, such as brentuximab vedotin, use antibody to target chemotherapy in cancer cells. Drugs used in chemotherapy, such as bendamustine, work in different ways to kill cancer cells. Monoclonal antibodies, such as rituximab, kill th"
clinicaltrialsgov-mmae-270acb9658b674,MMAE,ClinicalTrials.gov,clinical_trial,clinical_trial,2020-08-10,2020,Brentuximab Vedotin Plus AD in Non-bulky Limited Stage Hodgkin Lymphoma,https://clinicaltrials.gov/study/NCT02505269,,,NCT02505269,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"Limited stage Hodgkin lymphoma is a highly curable disease, but standard treatment with ABVD chemotherapy and radiation can lead to late risks of secondary cancers, lung injury, heart injury, and others. This trial eliminates radiation therapy and reduces intensity of chemotherapy by incorporating the highly active FDA-approved targeted therapy brentuximab vedotin, an antibody-drug conjugate specifically against the lymphoma cells, combined with the standard chemotherapy drugs Adriamycin and Dac"
clinicaltrialsgov-mmae-6e2a4ae9ce4084,MMAE,ClinicalTrials.gov,clinical_trial,clinical_trial,2022-10-17,2022,A Study of Brentuximab Vedotin Combined With Nivolumab for Relapsed or Refractory Hodgkin Lymphoma,https://clinicaltrials.gov/study/NCT02572167,,,NCT02572167,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,The purpose of this study is to assess the safety profile and antitumor activity of brentuximab vedotin administered in combination with nivolumab in patients with relapsed or refractory Hodgkin lymphoma (HL) brentuximab vedotin; nivolumab PHASE1
